@042;D;03.09.16;18:21:01.9;1423.860600N;5004.703700E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:02.9;1423.883100N;5004.704200E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:03.9;1423.890700N;5004.703600E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:04.9;1423.876400N;5004.694200E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:05.9;1423.869500N;5004.691000E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:06.9;1423.868300N;5004.688400E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:07.9;1423.869300N;5004.686400E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:08.9;1423.873500N;5004.685400E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:09.9;1423.882700N;5004.687700E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:10.9;1423.889600N;5004.687400E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:11.9;1423.897900N;5004.683100E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:12.9;1423.908700N;5004.682000E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:13.9;1423.914000N;5004.678600E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:14.9;1423.899900N;5004.677500E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:15.9;1423.886200N;5004.674800E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:16.9;1423.878600N;5004.673200E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:17.9;1423.872700N;5004.670500E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:18.9;1423.871200N;5004.664700E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:19.9;1423.874300N;5004.659600E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:20.9;1423.879000N;5004.658300E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:21.9;1423.883500N;5004.658100E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:22.9;1423.881400N;5004.646200E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:23.9;1423.883500N;5004.645100E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:24.9;1423.880200N;5004.637200E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:25.9;1423.876200N;5004.620800E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:26.9;1423.879100N;5004.618700E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:27.9;1423.883500N;5004.619800E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:28.9;1423.888300N;5004.625200E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:29.9;1423.899400N;5004.631900E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:30.9;1423.915500N;5004.639000E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:31.9;1423.938700N;5004.650200E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:32.9;1423.953100N;5004.655000E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:33.9;1423.978300N;5004.657400E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:34.9;1423.993200N;5004.661900E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:35.9;1424.020400N;5004.673900E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:36.9;1424.033800N;5004.677900E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:37.9;1424.056800N;5004.683200E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:38.9;1424.087200N;5004.694300E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:39.9;1424.094900N;5004.696700E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:40.9;1424.100600N;5004.697700E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:41.9;1424.106500N;5004.696600E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:42.9;1424.148200N;5004.711100E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:43.9;1424.173100N;5004.724400E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:44.9;1424.178900N;5004.726700E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:45.9;1424.192800N;5004.729700E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:46.9;1424.207300N;5004.730800E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:47.9;1424.224000N;5004.731300E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:48.9;1424.232900N;5004.731800E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:49.9;1424.231400N;5004.726300E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:50.9;1424.232900N;5004.714100E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:51.9;1424.246200N;5004.653300E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:52.9;1424.245100N;5004.619300E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:53.9;1424.243300N;5004.613400E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:54.9;1424.239100N;5004.570300E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:55.9;1424.231600N;5004.529200E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:56.9;1424.221300N;5004.487800E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:57.9;1424.218800N;5004.472800E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:58.9;1424.216400N;5004.471100E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:21:59.9;1424.216900N;5004.466300E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:22:00.9;1424.219500N;5004.465400E;6.2;323.4;298.61;8;1;319;99479#
@042;D;03.09.16;18:22:01.9;1424.221700N;5004.417100E;6.2;323.4;298.61;8;1;319;99479#
