@30;D;22.08.16;12:13:16.0;5006.13648N;01423.64614E;0.037;117.18;225.4;1;10;20;-1;-1#
@30;D;22.08.16;12:13:21.0;5006.13628N;01423.64714E;0.024;117.18;226.6;1;9;20;-1;-1#
@30;D;22.08.16;12:13:26.0;5006.13605N;01423.64831E;0.015;117.18;228.3;1;10;20;-1;-1#
@30;D;22.08.16;12:13:31.0;5006.13584N;01423.64918E;0.037;117.18;229.8;1;10;20;-1;-1#
@30;D;22.08.16;12:13:36.0;5006.13551N;01423.65036E;0.028;117.18;231.4;1;10;21;-1;-1#
@30;D;22.08.16;12:13:41.0;5006.13517N;01423.65148E;0.024;117.18;232.8;1;10;21;-1;-1#
@30;D;22.08.16;12:13:46.0;5006.13474N;01423.65283E;0.020;117.18;234.2;1;10;20;-1;-1#
@30;D;22.08.16;12:13:51.0;5006.13439N;01423.65395E;0.031;117.18;235.1;1;11;20;-1;-1#
@30;D;22.08.16;12:13:56.0;5006.13411N;01423.65482E;0.021;117.18;235.4;1;11;20;-1;-1#
@30;D;22.08.16;12:14:01.0;5006.13394N;01423.65530E;0.008;117.18;235.1;1;11;20;-1;-1#
@30;D;22.08.16;12:14:06.0;5006.13374N;01423.65553E;0.016;117.18;234.0;1;10;21;-1;-1#
@30;D;22.08.16;12:14:11.0;5006.13355N;01423.65548E;0.027;117.18;232.6;1;11;21;-1;-1#
@30;D;22.08.16;12:14:16.0;5006.13316N;01423.65574E;0.021;117.18;231.0;1;10;21;-1;-1#
@30;D;22.08.16;12:14:21.0;5006.13264N;01423.65612E;0.019;117.18;229.1;1;11;21;-1;-1#
@30;D;22.08.16;12:14:26.0;5006.13221N;01423.65634E;0.023;117.18;227.1;1;11;20;-1;-1#
@30;D;22.08.16;12:14:31.0;5006.13191N;01423.65640E;0.061;117.18;225.3;1;11;20;-1;-1#
@30;D;22.08.16;12:14:36.0;5006.13171N;01423.65653E;0.030;117.18;224.2;1;11;20;-1;-1#
@30;D;22.08.16;12:14:41.0;5006.13135N;01423.65678E;0.033;117.18;222.6;1;11;20;-1;-1#
@30;D;22.08.16;12:14:46.0;5006.13099N;01423.65693E;0.027;117.18;221.0;1;11;20;-1;-1#
@30;D;22.08.16;12:14:51.0;5006.13073N;01423.65677E;0.034;117.18;219.1;1;11;20;-1;-1#
@30;D;22.08.16;12:14:56.0;5006.13059N;01423.65649E;0.036;117.18;217.3;1;10;20;-1;-1#
@30;D;22.08.16;12:15:01.0;5006.13064N;01423.65603E;0.048;117.18;215.3;1;9;20;-1;-1#
@30;D;22.08.16;12:15:06.0;5006.13090N;01423.65534E;0.034;117.18;213.8;1;10;20;-1;-1#
@30;D;22.08.16;12:15:06.0;5006.13090N;01423.65534E;0.034;117.18;213.8;1;10;20;-1;-1#
@30;D;22.08.16;12:15:11.0;5006.13160N;01423.65441E;0.224;117.18;214.0;1;9;20;-1;-1#
@30;D;22.08.16;12:15:16.0;5006.13243N;01423.65325E;0.009;117.18;214.6;1;9;20;-1;-1#
@30;D;22.08.16;12:15:21.0;5006.13319N;01423.65184E;0.065;117.18;214.6;1;10;20;-1;-1#
@30;D;22.08.16;12:15:26.0;5006.13388N;01423.65036E;0.037;117.18;214.2;1;10;20;-1;-1#
@30;D;22.08.16;12:15:31.0;5006.13448N;01423.64861E;0.063;117.18;213.2;1;10;20;-1;-1#
@30;D;22.08.16;12:15:36.0;5006.13496N;01423.64704E;0.024;117.18;212.1;1;10;20;-1;-1#
@30;D;22.08.16;12:15:41.0;5006.13503N;01423.64696E;0.038;117.18;212.5;1;10;20;-1;-1#
@30;D;22.08.16;12:15:46.0;5006.13512N;01423.64705E;0.035;117.18;213.5;1;10;20;-1;-1#
@30;D;22.08.16;12:15:51.0;5006.13537N;01423.64610E;0.062;117.18;213.2;1;8;20;-1;-1#
@30;D;22.08.16;12:15:56.0;5006.13531N;01423.64565E;0.194;117.18;212.5;1;10;20;-1;-1#
@30;D;22.08.16;12:16:01.0;5006.13534N;01423.64433E;0.130;117.18;210.4;1;10;20;-1;-1#
@30;D;22.08.16;12:16:06.0;5006.13551N;01423.64272E;0.067;117.18;208.1;1;10;20;-1;-1#
@30;D;22.08.16;12:16:11.0;5006.13594N;01423.64109E;0.123;117.18;206.9;1;9;20;-1;-1#
@30;D;22.08.16;12:16:16.0;5006.13629N;01423.63942E;0.040;117.18;205.2;1;8;20;-1;-1#
@30;D;22.08.16;12:16:21.0;5006.13630N;01423.63875E;0.086;117.18;203.9;1;10;20;-1;-1#
@30;D;22.08.16;12:16:26.0;5006.13583N;01423.63947E;0.075;117.18;203.2;1;10;21;-1;-1#
@30;D;22.08.16;12:16:31.0;5006.13584N;01423.63949E;0.120;117.18;203.1;1;9;21;-1;-1#
@30;D;22.08.16;12:16:36.0;5006.13611N;01423.63933E;0.046;117.18;203.5;1;10;21;-1;-1#
@30;D;22.08.16;12:16:41.0;5006.13561N;01423.64008E;0.031;117.18;201.9;1;10;21;-1;-1#
@30;D;22.08.16;12:16:46.0;5006.13544N;01423.63807E;0.078;117.18;195.9;1;9;20;-1;-1#
@30;D;22.08.16;12:16:51.0;5006.13583N;01423.63594E;0.085;117.18;192.5;1;8;20;-1;-1#
@30;D;22.08.16;12:16:56.0;5006.13616N;01423.63469E;0.312;117.18;190.8;1;9;20;-1;-1#
@30;D;22.08.16;12:17:01.0;5006.13621N;01423.63433E;0.142;117.18;189.5;1;10;20;-1;-1#
@30;D;22.08.16;12:17:06.0;5006.13593N;01423.63498E;0.049;117.18;189.0;1;10;20;-1;-1#
@30;D;22.08.16;12:17:11.0;5006.13561N;01423.63537E;0.036;117.18;187.6;1;10;20;-1;-1#
@30;D;22.08.16;12:17:16.0;5006.13553N;01423.63556E;0.023;117.18;186.8;1;10;20;-1;-1#
@30;D;22.08.16;12:17:21.0;5006.13587N;01423.63515E;0.036;117.18;186.6;1;9;21;-1;-1#
@30;D;22.08.16;12:17:26.0;5006.13625N;01423.63485E;0.015;117.18;187.0;1;9;21;-1;-1#
@30;D;22.08.16;12:17:31.0;5006.13648N;01423.63458E;0.047;117.18;186.9;1;9;21;-1;-1#
@30;D;22.08.16;12:17:36.0;5006.13649N;01423.63489E;0.096;117.18;187.3;1;10;21;-1;-1#
@30;D;22.08.16;12:17:41.0;5006.13634N;01423.63561E;0.123;117.18;188.1;1;10;21;-1;-1#
@30;D;22.08.16;12:17:46.0;5006.13625N;01423.63618E;0.131;117.18;189.0;1;10;21;-1;-1#
@30;D;22.08.16;12:17:51.0;5006.13619N;01423.63636E;0.113;117.18;188.8;1;9;21;-1;-1#
@30;D;22.08.16;12:17:56.0;5006.13615N;01423.63620E;0.136;117.18;188.0;1;9;21;-1;-1#
@30;D;22.08.16;12:18:01.0;5006.13575N;01423.63678E;0.184;117.18;187.0;1;9;21;-1;-1#
@30;D;22.08.16;12:18:06.0;5006.13537N;01423.63720E;0.162;117.18;185.7;1;10;21;-1;-1#
@30;D;22.08.16;12:18:11.0;5006.13564N;01423.63647E;0.097;117.18;185.1;1;9;21;-1;-1#
@30;D;22.08.16;12:18:16.0;5006.13602N;01423.63597E;0.062;117.18;185.2;1;10;21;-1;-1#
@30;D;22.08.16;12:18:21.0;5006.13632N;01423.63602E;0.193;117.18;186.1;1;11;21;-1;-1#
@30;D;22.08.16;12:18:26.0;5006.13668N;01423.63608E;0.073;117.18;187.0;1;11;21;-1;-1#
@30;D;22.08.16;12:18:31.0;5006.13637N;01423.63766E;0.057;117.18;188.3;1;11;21;-1;-1#
@30;D;22.08.16;12:18:36.0;5006.13689N;01423.63688E;0.119;117.18;188.8;1;11;21;-1;-1#
@30;D;22.08.16;12:18:41.0;5006.13709N;01423.63676E;0.185;117.18;188.8;1;10;21;-1;-1#
@30;D;22.08.16;12:18:46.0;5006.13741N;01423.63630E;0.103;117.18;188.8;1;10;21;-1;-1#
@30;D;22.08.16;12:18:51.0;5006.13776N;01423.63548E;0.069;117.18;188.4;1;10;21;-1;-1#
@30;D;22.08.16;12:18:56.0;5006.13786N;01423.63475E;0.095;117.18;187.0;1;10;21;-1;-1#
@30;D;22.08.16;12:19:01.0;5006.13744N;01423.63509E;0.157;117.18;185.1;1;10;21;-1;-1#
@30;D;22.08.16;12:19:06.0;5006.13692N;01423.63553E;0.036;117.18;182.9;1;11;21;-1;-1#
@30;D;22.08.16;12:19:11.0;5006.13642N;01423.63591E;0.049;117.18;180.7;1;10;21;-1;-1#
@30;D;22.08.16;12:19:16.0;5006.13616N;01423.63615E;0.077;117.18;179.7;1;8;21;-1;-1#
@30;D;22.08.16;12:19:21.0;5006.13566N;01423.63675E;0.052;117.18;178.3;1;10;21;-1;-1#
@30;D;22.08.16;12:19:26.0;5006.13479N;01423.63754E;0.057;117.18;175.2;1;10;21;-1;-1#
@30;D;22.08.16;12:19:31.0;5006.13462N;01423.63684E;0.065;117.18;172.3;1;10;21;-1;-1#
@30;D;22.08.16;12:19:36.0;5006.13414N;01423.63770E;0.084;117.18;170.9;1;10;21;-1;-1#
@30;D;22.08.16;12:19:41.0;5006.13395N;01423.63843E;0.055;117.18;171.2;1;9;21;-1;-1#
@30;D;22.08.16;12:19:46.0;5006.13435N;01423.63793E;0.184;117.18;172.2;1;11;21;-1;-1#
@30;D;22.08.16;12:19:51.0;5006.13493N;01423.63761E;0.073;117.18;174.4;1;9;21;-1;-1#
@30;D;22.08.16;12:19:56.0;5006.13474N;01423.63839E;0.019;117.18;174.8;1;9;21;-1;-1#
@30;D;22.08.16;12:20:01.0;5006.13487N;01423.63819E;0.030;117.18;175.1;1;11;21;-1;-1#
@30;D;22.08.16;12:20:06.0;5006.13458N;01423.63873E;0.089;117.18;174.6;1;10;20;-1;-1#
@30;D;22.08.16;12:20:11.0;5006.13413N;01423.63955E;0.038;117.18;173.6;1;9;20;-1;-1#
@30;D;22.08.16;12:20:16.0;5006.13428N;01423.63956E;0.073;117.18;174.3;1;9;21;-1;-1#
@30;D;22.08.16;12:20:21.0;5006.13479N;01423.63938E;0.054;117.18;176.7;1;10;21;-1;-1#
@30;D;22.08.16;12:20:26.0;5006.13523N;01423.63914E;0.097;117.18;178.8;1;11;21;-1;-1#
@30;D;22.08.16;12:20:31.0;5006.13536N;01423.63843E;0.164;117.18;178.3;1;11;20;-1;-1#
@30;D;22.08.16;12:20:36.0;5006.13499N;01423.63875E;0.531;120.32;177.5;1;9;21;-1;-1#
@30;D;22.08.16;12:20:41.0;5006.13422N;01423.63993E;0.150;120.32;176.2;1;10;21;-1;-1#
@30;D;22.08.16;12:20:46.0;5006.13351N;01423.64102E;0.108;120.32;174.5;1;10;21;-1;-1#
@30;D;22.08.16;12:20:51.0;5006.13290N;01423.64210E;0.109;120.32;173.0;1;10;21;-1;-1#
@30;D;22.08.16;12:20:56.0;5006.13243N;01423.64297E;0.122;120.32;171.1;1;10;21;-1;-1#
@30;D;22.08.16;12:21:01.0;5006.13283N;01423.64246E;0.091;120.32;170.3;1;9;21;-1;-1#
@30;D;22.08.16;12:21:06.0;5006.13342N;01423.64170E;0.014;120.32;169.7;1;10;21;-1;-1#
@30;D;22.08.16;12:21:11.0;5006.13381N;01423.64136E;0.019;120.32;169.3;1;10;21;-1;-1#
@30;D;22.08.16;12:21:16.0;5006.13387N;01423.64164E;0.033;120.32;168.7;1;8;21;-1;-1#
@30;D;22.08.16;12:21:21.0;5006.13395N;01423.64174E;0.187;120.32;168.0;1;8;21;-1;-1#
@30;D;22.08.16;12:21:26.0;5006.13455N;01423.64058E;0.158;120.32;167.7;1;9;21;-1;-1#
@30;D;22.08.16;12:21:31.0;5006.13514N;01423.63947E;0.129;120.32;167.9;1;8;21;-1;-1#
@30;D;22.08.16;12:21:36.0;5006.13564N;01423.63840E;0.110;120.32;167.7;1;8;21;-1;-1#
@30;D;22.08.16;12:21:41.0;5006.13628N;01423.63710E;0.028;120.32;168.2;1;9;21;-1;-1#
@30;D;22.08.16;12:21:46.0;5006.13690N;01423.63598E;0.179;120.32;169.0;1;10;21;-1;-1#
@30;D;22.08.16;12:21:51.0;5006.13688N;01423.63627E;0.063;120.32;169.2;1;9;21;-1;-1#
@30;D;22.08.16;12:21:56.0;5006.13624N;01423.63799E;0.171;120.32;169.0;1;10;21;-1;-1#
@30;D;22.08.16;12:22:01.0;5006.13604N;01423.63859E;0.097;120.32;169.3;1;10;21;-1;-1#
@30;D;22.08.16;12:22:06.0;5006.13604N;01423.63872E;0.049;120.32;170.1;1;8;21;-1;-1#
@30;D;22.08.16;12:22:11.0;5006.13626N;01423.63837E;0.152;120.32;171.2;1;8;21;-1;-1#
@30;D;22.08.16;12:22:16.0;5006.13649N;01423.63776E;0.147;120.32;171.5;1;8;21;-1;-1#
@30;D;22.08.16;12:22:21.0;5006.13691N;01423.63648E;0.028;120.32;171.2;1;9;21;-1;-1#
@30;D;22.08.16;12:22:26.0;5006.13710N;01423.63559E;0.037;120.32;170.4;1;9;21;-1;-1#
@30;D;22.08.16;12:22:31.0;5006.13723N;01423.63480E;0.054;120.32;169.2;1;10;21;-1;-1#
@30;D;22.08.16;12:22:36.0;5006.13729N;01423.63437E;0.093;120.32;168.3;1;11;21;-1;-1#
@30;D;22.08.16;12:22:41.0;5006.13714N;01423.63516E;0.163;120.32;169.1;1;10;21;-1;-1#
@30;D;22.08.16;12:22:46.0;5006.13719N;01423.63603E;0.090;120.32;171.2;1;10;21;-1;-1#
@30;D;22.08.16;12:22:51.0;5006.13713N;01423.63739E;0.064;120.32;174.0;1;10;21;-1;-1#
@30;D;22.08.16;12:22:56.0;5006.13763N;01423.63738E;0.101;120.32;177.4;1;10;21;-1;-1#
@30;D;22.08.16;12:23:01.0;5006.13809N;01423.63705E;0.102;120.32;180.1;1;9;21;-1;-1#
@30;D;22.08.16;12:23:06.0;5006.13846N;01423.63703E;0.072;120.32;182.5;1;9;21;-1;-1#
@30;D;22.08.16;12:23:11.0;5006.13877N;01423.63735E;0.139;120.32;185.0;1;9;21;-1;-1#
@30;D;22.08.16;12:23:16.0;5006.13923N;01423.63712E;0.186;120.32;186.7;1;10;21;-1;-1#
@30;D;22.08.16;12:23:21.0;5006.13891N;01423.63809E;0.230;120.32;187.3;1;10;21;-1;-1#
@30;D;22.08.16;12:23:26.0;5006.13891N;01423.63829E;0.050;120.32;188.3;1;10;21;-1;-1#
@30;D;22.08.16;12:23:31.0;5006.13930N;01423.63785E;0.144;120.32;189.9;1;10;21;-1;-1#
@30;D;22.08.16;12:23:36.0;5006.13988N;01423.63719E;0.077;120.32;191.6;1;10;21;-1;-1#
@30;D;22.08.16;12:23:41.0;5006.14047N;01423.63643E;0.101;120.32;192.5;1;10;21;-1;-1#
@30;D;22.08.16;12:23:46.0;5006.14112N;01423.63522E;0.101;120.32;192.5;1;10;21;-1;-1#
@30;D;22.08.16;12:23:51.0;5006.14190N;01423.63336E;0.031;120.32;192.0;1;9;21;-1;-1#
@30;D;22.08.16;12:23:56.0;5006.14234N;01423.63216E;0.041;120.32;191.2;1;9;21;-1;-1#
@30;D;22.08.16;12:24:01.0;5006.14275N;01423.63120E;0.131;120.32;190.8;1;9;21;-1;-1#
@30;D;22.08.16;12:24:06.0;5006.14287N;01423.63138E;0.029;120.32;191.6;1;10;21;-1;-1#
@30;D;22.08.16;12:24:11.0;5006.14286N;01423.63201E;0.102;120.32;192.7;1;10;21;-1;-1#
@30;D;22.08.16;12:24:16.0;5006.14288N;01423.63259E;0.031;120.32;193.7;1;9;21;-1;-1#
@30;T;00:00:00;Var. init.;SW:PaPa,0.2c/2;HW:JiMr,s12,SIM800l,bastl.#
@30;T;00:00:05;Init wait done.#
@30;T;00:00:05;Modem init done.#
@30;T;00:00:05;PowerOn#
@30;T;00:00:05;Modem: SIM800 R13.08; IMEI 867273021569624.#
@30;D;22.08.16;12:24:39.0;5006.14155N;01423.65890E;0.015;;229.2;1;10;0;-1;-1#
@30;D;22.08.16;12:24:44.0;5006.14112N;01423.65783E;0.047;;221.6;1;9;22;-1;-1#
@30;D;22.08.16;12:24:49.0;5006.14106N;01423.65603E;0.028;;217.4;1;9;22;-1;-1#
@30;D;22.08.16;12:24:54.0;5006.14112N;01423.65479E;0.016;;215.3;1;10;21;-1;-1#
@30;D;22.08.16;12:24:59.0;5006.14121N;01423.65352E;0.074;;213.5;1;11;21;-1;-1#
@30;D;22.08.16;12:25:04.0;5006.14151N;01423.65203E;0.075;;212.7;1;11;21;-1;-1#
@30;D;22.08.16;12:25:09.0;5006.14199N;01423.65080E;0.031;;213.2;1;11;21;-1;-1#
@30;D;22.08.16;12:25:14.0;5006.14200N;01423.65060E;0.090;;212.8;1;11;21;-1;-1#
@30;D;22.08.16;12:25:19.0;5006.14196N;01423.65023E;0.036;;212.2;1;11;21;-1;-1#
@30;D;22.08.16;12:25:24.0;5006.14175N;01423.64972E;0.018;;210.2;1;11;21;-1;-1#
@30;D;22.08.16;12:25:29.0;5006.14089N;01423.65042E;0.046;;207.5;1;11;21;-1;-1#
@30;D;22.08.16;12:25:34.0;5006.14012N;01423.65090E;0.070;;205.2;1;11;21;-1;-1#
@30;D;22.08.16;12:25:39.0;5006.13950N;01423.65163E;0.055;;204.6;1;11;21;-1;-1#
@30;D;22.08.16;12:25:44.0;5006.13892N;01423.65208E;0.086;;204.1;1;11;21;-1;-1#
@30;D;22.08.16;12:25:49.0;5006.13839N;01423.65217E;0.140;;203.0;1;11;21;-1;-1#
@30;D;22.08.16;12:25:54.0;5006.13819N;01423.65145E;0.068;;202.0;1;10;21;-1;-1#
@30;D;22.08.16;12:25:59.0;5006.13800N;01423.65068E;0.059;;200.9;1;11;21;-1;-1#
@30;D;22.08.16;12:26:04.0;5006.13740N;01423.64986E;0.050;;198.0;1;11;21;-1;-1#
@30;D;22.08.16;12:26:09.0;5006.13681N;01423.64974E;0.074;;195.9;1;10;21;-1;-1#
@30;D;22.08.16;12:26:14.0;5006.13622N;01423.65030E;0.069;;195.1;1;10;21;-1;-1#
@30;D;22.08.16;12:26:19.0;5006.13563N;01423.65116E;0.041;;194.3;1;10;21;-1;-1#
@30;D;22.08.16;12:26:24.0;5006.13524N;01423.65191E;0.059;;194.1;1;10;21;-1;-1#
@30;D;22.08.16;12:26:29.0;5006.13515N;01423.65209E;0.043;;193.7;1;10;21;-1;-1#
@30;D;22.08.16;12:26:34.0;5006.13517N;01423.65220E;0.327;;193.7;1;11;21;-1;-1#
@30;D;22.08.16;12:26:39.0;5006.13511N;01423.65219E;0.011;;193.6;1;11;21;-1;-1#
@30;D;22.08.16;12:26:44.0;5006.13500N;01423.65196E;0.088;;193.2;1;11;21;-1;-1#
@30;D;22.08.16;12:26:49.0;5006.13485N;01423.65185E;0.023;;193.0;1;11;21;-1;-1#
@30;D;22.08.16;12:26:54.0;5006.13502N;01423.65125E;0.049;;192.9;1;11;21;-1;-1#
@30;D;22.08.16;12:26:59.0;5006.13518N;01423.65089E;0.090;;192.8;1;11;21;-1;-1#
@30;D;22.08.16;12:27:04.0;5006.13525N;01423.65088E;0.039;;192.9;1;11;21;-1;-1#
@30;D;22.08.16;12:27:09.0;5006.13540N;01423.65137E;0.056;;194.2;1;10;21;-1;-1#
@30;D;22.08.16;12:27:14.0;5006.13548N;01423.65186E;0.065;;196.0;1;9;21;-1;-1#
@30;D;22.08.16;12:27:19.0;5006.13590N;01423.65145E;0.025;;197.9;1;10;21;-1;-1#
@30;D;22.08.16;12:27:24.0;5006.13601N;01423.65170E;0.022;;199.5;1;11;21;-1;-1#
@30;D;22.08.16;12:27:29.0;5006.13613N;01423.65192E;0.049;;201.3;1;11;21;-1;-1#
@30;D;22.08.16;12:27:34.0;5006.13626N;01423.65211E;0.052;;203.6;1;11;21;-1;-1#
@30;D;22.08.16;12:27:39.0;5006.13612N;01423.65243E;0.167;;204.9;1;11;21;-1;-1#
@30;D;22.08.16;12:27:44.0;5006.13554N;01423.65384E;0.078;;205.5;1;11;21;-1;-1#
@30;D;22.08.16;12:27:49.0;5006.13550N;01423.65424E;0.025;;206.1;1;10;21;-1;-1#
@30;D;22.08.16;12:27:54.0;5006.13573N;01423.65429E;0.027;;206.7;1;11;21;-1;-1#
@30;D;22.08.16;12:27:59.0;5006.13624N;01423.65334E;0.017;;207.0;1;10;21;-1;-1#
@30;D;22.08.16;12:28:04.0;5006.13675N;01423.65216E;0.033;;207.3;1;11;21;-1;-1#
@30;D;22.08.16;12:28:09.0;5006.13685N;01423.65161E;0.246;;207.2;1;11;21;-1;-1#
@30;D;22.08.16;12:28:14.0;5006.13668N;01423.65189E;0.025;;207.4;1;11;21;-1;-1#
@30;D;22.08.16;12:28:19.0;5006.13638N;01423.65237E;0.053;;207.2;1;11;22;-1;-1#
@30;D;22.08.16;12:28:24.0;5006.13616N;01423.65253E;0.051;;206.9;1;12;22;-1;-1#
@30;D;22.08.16;12:28:29.0;5006.13593N;01423.65272E;0.017;;206.6;1;12;22;-1;-1#
@30;D;22.08.16;12:28:34.0;5006.13615N;01423.65291E;0.025;;206.8;1;12;22;-1;-1#
@30;D;22.08.16;12:28:39.0;5006.13641N;01423.65281E;0.005;;207.3;1;11;22;-1;-1#
@30;D;22.08.16;12:28:44.0;5006.13648N;01423.65291E;0.045;;207.9;1;12;22;-1;-1#
@30;D;22.08.16;12:28:49.0;5006.13658N;01423.65250E;0.032;;207.5;1;11;21;-1;-1#
@30;D;22.08.16;12:28:54.0;5006.13673N;01423.65170E;0.039;;206.2;1;12;21;-1;-1#
@30;D;22.08.16;12:28:59.0;5006.13657N;01423.65122E;0.052;;204.2;1;12;21;-1;-1#
@30;D;22.08.16;12:29:04.0;5006.13661N;01423.65059E;0.108;;202.7;1;12;21;-1;-1#
@30;D;22.08.16;12:29:09.0;5006.13679N;01423.64943E;0.033;;200.9;1;11;21;-1;-1#
@30;D;22.08.16;12:29:14.0;5006.13706N;01423.64817E;0.018;;199.2;1;11;21;-1;-1#
@30;D;22.08.16;12:29:19.0;5006.13727N;01423.64693E;0.095;;197.4;1;12;21;-1;-1#
@30;D;22.08.16;12:29:24.0;5006.13752N;01423.64582E;0.042;;196.4;1;11;21;-1;-1#
@30;D;22.08.16;12:29:29.0;5006.13797N;01423.64450E;0.020;;196.5;1;11;21;-1;-1#
@30;D;22.08.16;12:29:34.0;5006.13806N;01423.64417E;0.180;;196.5;1;12;21;-1;-1#
@30;D;22.08.16;12:29:39.0;5006.13865N;01423.64253E;0.091;;197.1;1;12;21;-1;-1#
@30;D;22.08.16;12:29:44.0;5006.13900N;01423.64028E;0.439;;196.9;1;12;21;-1;-1#
@30;D;22.08.16;12:29:49.0;5006.13891N;01423.63867E;0.180;;197.0;1;11;21;-1;-1#
@30;D;22.08.16;12:29:54.0;5006.13766N;01423.64144E;0.042;;196.5;1;11;21;-1;-1#
@30;D;22.08.16;12:29:59.0;5006.13760N;01423.64095E;0.131;;196.1;1;11;21;-1;-1#
@30;D;22.08.16;12:30:04.0;5006.13797N;01423.63931E;0.247;;195.9;1;11;21;-1;-1#
@30;D;22.08.16;12:30:09.0;5006.13837N;01423.63812E;0.047;;196.0;1;11;21;-1;-1#
@30;D;22.08.16;12:30:14.0;5006.13864N;01423.63744E;0.013;;196.4;1;12;21;-1;-1#
@30;D;22.08.16;12:30:19.0;5006.13884N;01423.63807E;0.541;314.47;196.9;1;11;21;-1;-1#
@30;D;22.08.16;12:30:24.0;5006.14038N;01423.63537E;0.100;314.47;200.4;1;12;21;-1;-1#
@30;D;22.08.16;12:30:29.0;5006.14203N;01423.63351E;0.042;314.47;206.1;1;12;21;-1;-1#
@30;D;22.08.16;12:30:34.0;5006.14598N;01423.62998E;0.180;314.47;221.4;1;12;21;-1;-1#
@30;D;22.08.16;12:30:39.0;5006.14843N;01423.62661E;0.105;314.47;229.8;1;11;21;-1;-1#
@30;D;22.08.16;12:30:44.0;5006.15035N;01423.62460E;0.052;314.47;236.7;1;11;21;-1;-1#
@30;D;22.08.16;12:30:49.0;5006.15169N;01423.62387E;0.145;314.47;243.0;1;11;21;-1;-1#
@30;D;22.08.16;12:30:54.0;5006.15350N;01423.62086E;0.025;314.47;247.2;1;12;21;-1;-1#
@30;D;22.08.16;12:30:59.0;5006.15515N;01423.61763E;0.016;314.47;248.5;1;12;21;-1;-1#
@30;D;22.08.16;12:31:04.0;5006.15533N;01423.61685E;0.134;314.47;246.9;1;12;21;-1;-1#
@30;D;22.08.16;12:31:09.0;5006.15496N;01423.61682E;0.105;314.47;244.3;1;12;21;-1;-1#
@30;D;22.08.16;12:31:14.0;5006.15389N;01423.61720E;0.068;314.47;238.6;1;12;21;-1;-1#
@30;D;22.08.16;12:31:19.0;5006.15320N;01423.61688E;0.077;314.47;233.2;1;12;21;-1;-1#
@30;D;22.08.16;12:31:24.0;5006.15279N;01423.61670E;0.058;314.47;229.8;1;11;21;-1;-1#
@30;D;22.08.16;12:31:29.0;5006.15257N;01423.61581E;0.148;314.47;226.6;1;11;21;-1;-1#
